rank,name,age,country,track,date,minutes,seconds
1147,Grace Oh                         ,LB2,USA,Salt Lake City (USA)     ,29-Dec-19,2,2017
1149,Su-Hun Jun                       ,LYA,KOR,Seoul (KOR)              ,19-Dec-19,2,2018
1149,Giorgia Aiello                   ,LC2,ITA,Heerenveen (NED)         ,29-Feb-20,2,2018
1151,Evelien van der Kist             ,L30,NED,Heerenveen (NED)         ,30-Nov-19,2,2019
1152,Jolanda Voskamp-Vollebregt       ,L50,NED,Heerenveen (NED)         ,20-Oct-19,2,202
1153,Shuo Liu (2002)                  ,LA1,CHN,Changchun (CHN)          ,22-Sep-19,2,2026
1154,Guusje van Santen                ,LC2,NED,Den Haag (NED)           ,22-Dec-19,2,2027
1154,Karen Doumi                      ,L? ,JPN,Obihiro (JPN)            ,18-Jan-20,2,2027
1154,Wies van den Hurk                ,LB1,NED,Heerenveen (NED)         ,1-Feb-20,2,2027
1157,Rachel Mallard                   ,LB1,CAN,Calgary (CAN)            ,3-Jan-20,2,2028
1158,Oline Anspach Klippen            ,LA1,NOR,Stavanger (NOR)          ,1-Feb-20,2,203
1159,Tatyana Rodionova (1999)         ,LN1,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,2031
1159,Marlene Zink                     ,LB1,GER,Inzell (GER)             ,29-Feb-20,2,2031
1161,Milou Zuijderwijk                ,LA2,NED,Heerenveen (NED)         ,16-Feb-20,2,2032
1161,Varvara Belman                   ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2032
1161,Aline Holbø Dyrset               ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,2,2032
1164,Marine Balanant                  ,LA1,FRA,Enschede (NED)           ,2-Nov-19,2,2034
1164,Aleksandra Saitgareeva           ,LB2,KAZ,Nur-Sultan (KAZ)         ,3-Mar-20,2,2034
1164,Laura Michelle Rodriguez         ,LC1,COL,Salt Lake City (USA)     ,7-Mar-20,2,2034
1167,Wietske de Jager                 ,LB1,NED,Heerenveen (NED)         ,18-Nov-19,2,2036
1167,Nikol Nepokojová                 ,LB2,CZE,Inzell (GER)             ,30-Nov-19,2,2036
1169,Varvara Shishlyannikova          ,LC2,RUS,Kolomna (RUS)            ,4-Feb-20,2,2037
1170,Karlijn Schellekens              ,LC1,NED,Heerenveen (NED)         ,1-Feb-20,2,2038
1171,Cerinthe de Jonge                ,LC2,NED,Heerenveen (NED)         ,29-Feb-20,2,204
1172,Biying Sun                       ,L? ,CHN,Hailar (CHN)             ,27-Oct-19,2,2041
1173,Sandra Leonova                   ,LB2,KAZ,Nur-Sultan (KAZ)         ,14-Oct-19,2,2044
1173,Eva Peters                       ,LSA,NED,Haarlem (NED)            ,8-Mar-20,2,2044
1175,Ine Bonthuis                     ,LA2,NED,Enschede (NED)           ,15-Feb-20,2,2045
1176,Yingying Wang                    ,L? ,CHN,Harbin (CHN)             ,2-Jan-20,2,2056
1176,Kseniya Ryazanova                ,LB1,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,2056
1176,Vrouke Kerssies                  ,LC2,NED,Heerenveen (NED)         ,9-Mar-20,2,2056
1179,Olga Sokolova                    ,LYB,RUS,Moscow (RUS)             ,11-Feb-20,2,2058
1179,Rosa Lieke Smits                 ,LC1,NED,Heerenveen (NED)         ,9-Mar-20,2,2058
1181,Yuna Ogiwara                     ,L? ,JPN,Nagano (JPN)             ,6-Jan-20,2,206
1182,Robin Keppels                    ,LC1,NED,Enschede (NED)           ,22-Dec-19,2,2063
1183,Yana Kiseleva                    ,LC1,RUS,Kolomna (RUS)            ,24-Feb-20,2,2064
1184,Iris Bosch                       ,LSA,NED,Enschede (NED)           ,7-Mar-20,2,2065
1185,Asiyat Alikhanova                ,LC2,RUS,Moscow (RUS)             ,11-Feb-20,2,2067
1186,Petra Zsankó                     ,LA2,HUN,Inzell (GER)             ,29-Dec-19,2,2073
1186,Mirjam Thomas                    ,LC1,NED,Heerenveen (NED)         ,24-Feb-20,2,2073
1188,Ulyana Lazareva                  ,LC1,RUS,Moscow (RUS)             ,21-Jan-20,2,2076
1189,Jiaxin Liu                       ,LB2,CHN,Changchun (CHN)          ,22-Sep-19,2,2077
1190,Kako Kuroiwa                     ,L? ,JPN,Ikaho (JPN)              ,6-Feb-20,2,2082
1191,Florien Bolks                    ,LA2,NED,Enschede (NED)           ,16-Feb-20,2,2084
1192,Féline van Klink                 ,LC2,NED,Heerenveen (NED)         ,11-Dec-19,2,2085
1193,Kaja Kozar                       ,LB1,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,2092
1194,Marina Arseneva                  ,LB2,RUS,Chelyabinsk (RUS)        ,4-Mar-20,2,2093
1195,Maria Netland Rabbe              ,LA2,NOR,Hamar (NOR)              ,3-Nov-19,2,2095
1196,Sylvia Ammerlaan (1991)          ,LSA,NED,Heerenveen (NED)         ,5-Oct-19,2,2097
1196,Yuuka Mochimaru                  ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,2097
1198,Aleksandra Królikowska           ,LC1,POL,Zakopane (POL)           ,9-Feb-20,2,2098
1199,Vladislava Krivoluczkaya         ,LC2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,2099
1199,Jasmijn Veenhuis                 ,LYA,NED,Inzell (GER)             ,15-Feb-20,2,2099
1201,Yana Roslik                      ,L? ,BLR,Minsk (BLR)              ,13-Mar-20,2,21
1202,Mariya Loj                       ,LA2,RUS,Moscow (RUS)             ,5-Nov-19,2,2105
1203,Nikolett Rigó                    ,LA1,HUN,Inzell (GER)             ,20-Oct-19,2,2106
1203,Gina Engebråten                  ,LA1,NOR,Stavanger (NOR)          ,26-Oct-19,2,2106
1203,Nikki Wetting                    ,LB1,NED,Heerenveen (NED)         ,3-Feb-20,2,2106
1206,Julia Geutner                    ,LC1,GER,Erfurt (GER)             ,1-Feb-20,2,2107
1207,Keying Wang                      ,L? ,CHN,Changchun (CHN)          ,22-Sep-19,2,2108
1208,Kirari Mizuno                    ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,2109
1209,Man Liu                          ,L? ,CHN,Harbin (CHN)             ,1-Dec-19,2,211
1209,Tami Altrogge                    ,LC1,GER,Inzell (GER)             ,29-Feb-20,2,211
1209,Rozalina Karimova                ,LA2,RUS,Chelyabinsk (RUS)        ,11-Mar-20,2,211
1212,Darya Kopzhanova                 ,LC2,RUS,Kolomna (RUS)            ,14-Dec-19,2,2113
1212,Sanni Rosendahl                  ,LB1,FIN,Heerenveen (NED)         ,29-Feb-20,2,2113
1214,Emma Veuger                      ,LB2,NED,Heerenveen (NED)         ,16-Dec-19,2,2114
1214,Kristina Kamaeva                 ,LN1,RUS,Kirov (RUS)              ,8-Feb-20,2,2114
1214,Maya Lueders                     ,LC1,CAN,Calgary (CAN)            ,16-Feb-20,2,2114
1217,Finet Neelissen                  ,LB1,NED,Heerenveen (NED)         ,7-Dec-19,2,2117
1217,Christiane Kloß                  ,L45,GER,Berlin (GER)             ,22-Feb-20,2,2117
1219,Brianne Molenda                  ,LB2,USA,Milwaukee (USA)          ,27-Oct-19,2,2121
1219,Yuliya Maliukevich               ,LYA,BLR,Minsk (BLR)              ,13-Mar-20,2,2121
1221,Natasa Gakovic                   ,LC2,USA,Milwaukee (USA)          ,25-Jan-20,2,2122
1222,Mengfan Wang                     ,LC2,CHN,Harbin (CHN)             ,1-Dec-19,2,2123
1222,Lyudmila Kuraeva                 ,LB1,RUS,Kolomna (RUS)            ,21-Feb-20,2,2123
1224,Ayame Nakano                     ,LN4,JPN,Fujikyu (JPN)            ,26-Dec-19,2,2124
1224,Aryna Kupryianava                ,LB2,BLR,Minsk (BLR)              ,13-Mar-20,2,2124
1226,Jee-Hee Yang                     ,LC2,KOR,Seoul (KOR)              ,8-Nov-19,2,2125
1227,Mette de Wit                     ,LC1,NED,Hoorn (NED)              ,26-Jan-20,2,213
1228,Darya Ievleva                    ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2133
1229,Karina Chesnokova                ,LA1,RUS,Chelyabinsk (RUS)        ,8-Oct-19,2,2135
1229,Ellemijn Luisman                 ,LB1,NED,Heerenveen (NED)         ,8-Feb-20,2,2135
1231,Isa Steegstra                    ,LC1,NED,Heerenveen (NED)         ,24-Feb-20,2,2136
1231,Sarah König                      ,LC1,GER,Inzell (GER)             ,29-Feb-20,2,2136
1233,Nene Morimura                    ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,214
1234,Anastasiya Stepina               ,LC1,RUS,Kolomna (RUS)            ,4-Feb-20,2,2143
1235,Aika Yazaki                      ,L? ,JPN,Obihiro (JPN)            ,22-Feb-20,2,2145
1236,Darby Beeson                     ,LC1,CAN,Calgary (CAN)            ,16-Feb-20,2,2148
1236,Janne Kraamer                    ,LB1,NED,Heerenveen (NED)         ,2-Mar-20,2,2148
1238,Carmen Thurner                   ,LC1,ITA,Collalbo (ITA)           ,11-Jan-20,2,215
1239,Quinty van Wijnbergen            ,LA1,NED,Leeuwarden (NED)         ,17-Nov-19,2,2156
1240,Meerle van den Berg              ,LA1,NED,Den Haag (NED)           ,23-Feb-20,2,2158
1240,Palina Karzhuyeva                ,LB1,BLR,Minsk (BLR)              ,13-Mar-20,2,2158
1242,Aleksandra Kośka                 ,LC1,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,2162
1243,Katja Füssl                      ,LC2,GER,Inzell (GER)             ,24-Nov-19,2,2163
1243,Emily Bos                        ,LC2,USA,Salt Lake City (USA)     ,7-Mar-20,2,2163
1245,Xinmiao Zhang (2001)             ,LA2,CHN,Changchun (CHN)          ,22-Sep-19,2,2164
1245,Nanaho Kouno                     ,L? ,JPN,Obihiro (JPN)            ,25-Jan-20,2,2164
1247,Mariya Khlyzova                  ,LB2,RUS,Kolomna (RUS)            ,7-Mar-20,2,2165
1248,Jolien Scholtens                 ,LSA,NED,Heerenveen (NED)         ,5-Jan-20,2,2167
1249,Yuu Kimoto                       ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,2169
1250,Rianne Koot                      ,LA1,NED,Heerenveen (NED)         ,11-Dec-19,2,2171
1251,Shuri Oono                       ,L? ,JPN,Obihiro (JPN)            ,12-Oct-19,2,2174
1252,Reika Yazaki                     ,L? ,JPN,Karuizawa (JPN)          ,18-Jan-20,2,2175
1253,Gina Knackstedt                  ,LC2,GER,Inzell (GER)             ,8-Dec-19,2,2177
1253,Palina Tsitsishyna               ,LB2,BLR,Minsk (BLR)              ,13-Mar-20,2,2177
1255,Maaike Koelewijn                 ,LYA,NED,Heerenveen (NED)         ,2-Mar-20,2,2178
1256,Wenwen Zhang                     ,LB1,CHN,Changchun (CHN)          ,22-Sep-19,2,2181
1257,Anna Gerner                      ,LB1,KAZ,Nur-Sultan (KAZ)         ,25-Oct-19,2,2182
1258,Nadezhda Nesterova               ,LB1,RUS,Kolomna (RUS)            ,21-Feb-20,2,2183
1259,Lieke Huizink                    ,LYA,NED,Inzell (GER)             ,29-Dec-19,2,2186
1260,Miyu Ide                         ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,2187
1261,Muriel Kennedy                   ,LN4,USA,Milwaukee (USA)          ,27-Oct-19,2,2188
1261,Hongzhu Yu                       ,L? ,CHN,Harbin (CHN)             ,4-Jan-20,2,2188
1263,Jia Lyu                          ,L? ,CHN,Harbin (CHN)             ,2-Jan-20,2,2189
1264,Ulyana Reutova                   ,LB1,RUS,Kolomna (RUS)            ,21-Feb-20,2,219
1265,Honoka Arai                      ,L? ,JPN,Ikaho (JPN)              ,6-Feb-20,2,2191
1265,Marchien Goldhoorn               ,LN3,NED,Groningen (NED)          ,7-Mar-20,2,2191
1265,Tatyana Zhigalova                ,L40,RUS,Kolomna (RUS)            ,7-Mar-20,2,2191
1268,Veronika Bukina                  ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2192
1268,Johanna Richter                  ,LC1,GER,Inzell (GER)             ,29-Feb-20,2,2192
1268,Zus de Kruijk                    ,LB1,NED,Haarlem (NED)            ,29-Feb-20,2,2192
1271,Miyabi Kitahara                  ,L? ,JPN,Nagano (JPN)             ,6-Jan-20,2,2193
1272,Christine Seemann                ,L45,GER,Berlin (GER)             ,22-Feb-20,2,2195
1273,Hanna Talabér                    ,LB2,HUN,Inzell (GER)             ,20-Oct-19,2,2197
1274,Ceili Bracha                     ,LB2,CAN,Calgary (CAN)            ,21-Dec-19,2,2198
1274,Michi Yamanaka                   ,L? ,JPN,Fujikyu (JPN)            ,5-Jan-20,2,2198
1276,Yan Hou                          ,LA2,CHN,Changchun (CHN)          ,22-Sep-19,2,2199
1277,Erica Della Guardia-de Jong      ,L45,NED,Heerenveen (NED)         ,30-Nov-19,2,22
1277,Daria Hurdjiy                    ,LB1,UKR,Minsk (BLR)              ,29-Feb-20,2,22
1279,Birte Tellegen                   ,LC2,NED,Leeuwarden (NED)         ,2-Jan-20,2,2205
1280,Valerie Aarts                    ,LC1,NED,Heerenveen (NED)         ,11-Dec-19,2,2208
1280,Sophie Dornbach                  ,LB2,GER,Inzell (GER)             ,29-Feb-20,2,2208
1282,Miu Kobayashi                    ,L? ,JPN,Obihiro (JPN)            ,18-Jan-20,2,2212
1283,Anna Osmekhina                   ,LC1,RUS,Kolomna (RUS)            ,24-Feb-20,2,2215
1284,Elizabeth Carlisle               ,LSA,CAN,Calgary (CAN)            ,21-Dec-19,2,2217
1285,Rianne Gerritsen                 ,L35,NED,Heerenveen (NED)         ,14-Dec-19,2,222
1286,Isa Leroy                        ,LC1,NED,Heerenveen (NED)         ,8-Dec-19,2,2223
1286,Kseniya Lodyagina                ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2223
1288,Ruka Oono                        ,L? ,JPN,Obihiro (JPN)            ,23-Nov-19,2,2224
1288,Lisa van Rijn                    ,LSA,NED,Heerenveen (NED)         ,29-Feb-20,2,2224
1290,Ella Cloutier                    ,LC1,CAN,Calgary (CAN)            ,11-Jan-20,2,2225
1291,Arina Belyaeva                   ,LC2,RUS,Kolomna (RUS)            ,4-Feb-20,2,2226
1291,Bryndis van Schijndel            ,LC2,NED,Heerenveen (NED)         ,1-Mar-20,2,2226
1293,Fleur Brink                      ,LB1,NED,Heerenveen (NED)         ,15-Dec-19,2,2229
1294,Aleksandra Isupova               ,LN2,RUS,Kolomna (RUS)            ,23-Oct-19,2,223
1295,Marina Glebova                   ,LB1,RUS,Chelyabinsk (RUS)        ,4-Mar-20,2,2233
1296,Yulin Li                         ,LA1,CHN,Harbin (CHN)             ,16-Nov-19,2,2236
1296,Chiara Sinisi                    ,LC2,ITA,Baselga di Pinè (ITA)    ,4-Jan-20,2,2236
1298,Guro Samdahl Melhuus             ,LC1,NOR,Hamar (NOR)              ,7-Mar-20,2,2237
1299,Emilie Jagtøyen                  ,LA2,NOR,Stavanger (NOR)          ,26-Oct-19,2,2239
1300,Anna Anikina                     ,LB2,RUS,Kolomna (RUS)            ,21-Feb-20,2,2243
1301,Nanase Hirokawa                  ,L? ,JPN,Obihiro (JPN)            ,7-Dec-19,2,2245
1301,Anastasiya Verkhovskaya          ,LC1,RUS,Moscow (RUS)             ,11-Feb-20,2,2245
1303,Ada Kim                          ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2247
1304,Iori Kitahara                    ,L? ,JPN,Karuizawa (JPN)          ,30-Nov-19,2,2248
1305,Hannah North                     ,LB1,CAN,Fort Saint John (CAN)    ,6-Dec-19,2,2249
1305,Valeriya Mironova                ,LC2,RUS,Chelyabinsk (RUS)        ,28-Jan-20,2,2249
1307,Senna Westerhuis                 ,LC2,NED,Heerenveen (NED)         ,16-Nov-19,2,2253
1307,Kimberley de Lang                ,LC1,NED,Leeuwarden (NED)         ,2-Jan-20,2,2253
1309,Elbrich Nicolay                  ,LC1,NED,Leeuwarden (NED)         ,22-Dec-19,2,2256
1309,Antonia Bach                     ,LC2,GER,Inzell (GER)             ,29-Feb-20,2,2256
1311,Melissa Mooijman                 ,LC1,NED,Heerenveen (NED)         ,16-Nov-19,2,2259
1312,Moka Sawano                      ,L? ,JPN,Hachinohe-Nagane (JPN)   ,8-Feb-20,2,226
1312,Stella Kleinhuis                 ,LSA,NED,Groningen (NED)          ,7-Mar-20,2,226
1314,Kaat van Steekelenburg           ,LB1,NED,Breda (NED)              ,26-Oct-19,2,2261
1314,Sofia Schilder                   ,LC1,NED,Heerenveen (NED)         ,16-Nov-19,2,2261
1316,Iris Scholtens                   ,LSA,NED,Heerenveen (NED)         ,20-Jan-20,2,2263
1317,Kseniya Smorudova                ,LA1,RUS,Kolomna (RUS)            ,5-Nov-19,2,227
1317,Yuuka Nio                        ,L? ,JPN,Obihiro (JPN)            ,18-Jan-20,2,227
1317,Yuumi Kawasaki                   ,L? ,JPN,Nagano (JPN)             ,7-Feb-20,2,227
1320,Lee-Jee Kim                      ,LC2,KOR,Seoul (KOR)              ,21-Feb-20,2,2271
1321,Villiina Suomalainen             ,LC2,FIN,Heerenveen (NED)         ,29-Feb-20,2,2273
1322,Siyu Ma                          ,LC2,CHN,Changchun (CHN)          ,22-Sep-19,2,2274
1323,Ayumu Miyashita                  ,L? ,JPN,Nagano (JPN)             ,6-Jan-20,2,2276
1323,Aleksandra Kirichenko            ,LC1,RUS,Kolomna (RUS)            ,24-Feb-20,2,2276
1325,Alexandra Nagy                   ,LN2,HUN,Budapest (HUN)           ,22-Feb-20,2,2279
1325,Lea Martin                       ,LC1,GER,Inzell (GER)             ,29-Feb-20,2,2279
1327,Nikola Maślanka                  ,LC2,POL,Tomaszów-Mazowiecki (POL),14-Dec-19,2,2281
1328,Aleksandra Łukaszczyk            ,LC1,POL,Zakopane (POL)           ,9-Feb-20,2,2282
1329,Dorian Schoonderwoerd            ,L45,NED,Utrecht (NED)            ,10-Nov-19,2,2284
1330,Claire Kudlata                   ,LC2,USA,Milwaukee (USA)          ,18-Jan-20,2,2287
1331,Stella Nilsen                    ,LC1,CZE,Bjugn (NOR)              ,15-Feb-20,2,2292
1331,Indy de Jong                     ,LB1,NED,Heerenveen (NED)         ,16-Feb-20,2,2292
1333,Liya Ma                          ,L? ,CHN,Harbin (CHN)             ,4-Jan-20,2,2295
1334,Arianne Breure                   ,LSA,NED,Utrecht (NED)            ,22-Dec-19,2,2296
1335,Chae-Eun Lee                     ,LYB,KOR,Seoul (KOR)              ,1-Dec-19,2,2297
1335,Emma Charlotte Wolf              ,LC1,GER,Erfurt (GER)             ,1-Feb-20,2,2297
1337,Darya Kiryanova                  ,LB1,RUS,Kolomna (RUS)            ,5-Nov-19,2,2298
1338,Mirte Maijenburg                 ,LC2,NED,Heerenveen (NED)         ,16-Nov-19,2,2299
1339,Pien Bos                         ,LB2,NED,Enschede (NED)           ,25-Jan-20,2,23
1340,Tina Svensson                    ,LA1,SWE,Hamar (NOR)              ,30-Nov-19,2,2302
1340,Demi Könst                       ,LB1,NED,Haarlem (NED)            ,29-Feb-20,2,2302
1342,Zihan Xia                        ,LB2,CHN,Harbin (CHN)             ,2-Jan-20,2,2303
1343,Yu-Jin Yun                       ,LYB,KOR,Seoul (KOR)              ,12-Dec-19,2,2304
1344,Lotte Veenstra                   ,LB2,NED,Hamar (NOR)              ,30-Nov-19,2,2305
1344,Suzu Hanaoka                     ,L? ,JPN,Nagano (JPN)             ,6-Jan-20,2,2305
1344,Leanne Molenaar                  ,LB2,NED,Heerenveen (NED)         ,1-Feb-20,2,2305
1347,Alexandra Volstad                ,LC1,CAN,Calgary (CAN)            ,16-Feb-20,2,2307
1348,Jasmijn Polman                   ,LB1,NED,Enschede (NED)           ,22-Dec-19,2,2308
1349,Yumi Maruko                      ,L? ,JPN,Akan (JPN)               ,18-Jan-20,2,231
1350,Sofya Khramkova                  ,LC2,RUS,Moscow (RUS)             ,11-Feb-20,2,2311
1351,Patou de Haas                    ,LB2,NED,Den Haag (NED)           ,21-Dec-19,2,2317
1351,Esther Withagen                  ,LC2,NED,Leeuwarden (NED)         ,22-Dec-19,2,2317
1353,Julia Vredenberg                 ,LC1,NED,Leeuwarden (NED)         ,2-Jan-20,2,2318
1353,Anna Zelenina (2003)             ,LB2,RUS,Kolomna (RUS)            ,7-Mar-20,2,2318
1355,Elin Fryckberg                   ,LN4,SWE,Hamar (NOR)              ,11-Jan-20,2,2319
1356,Lara Dingjan                     ,LC2,NED,Heerenveen (NED)         ,15-Feb-20,2,2321
1356,Haruka Tano                      ,L? ,JPN,Obihiro (JPN)            ,22-Feb-20,2,2321
1358,Tuva Fløiten                     ,LB1,NOR,Hamar (NOR)              ,3-Nov-19,2,2322
1359,Viktoriya Makarova               ,LC2,RUS,Kolomna (RUS)            ,5-Nov-19,2,2323
1360,Marlene Mönnich                  ,LC1,GER,Inzell (GER)             ,24-Nov-19,2,2326
1361,Chantal Huizing                  ,LN2,NED,Enschede (NED)           ,28-Dec-19,2,2327
1361,Darina Krendeleva                ,LC2,RUS,Kolomna (RUS)            ,24-Feb-20,2,2327
1363,Hannah Jansen                    ,LC1,NED,Heerenveen (NED)         ,15-Dec-19,2,2328
1364,Joanne Spliethof                 ,LSA,NED,Deventer (NED)           ,11-Mar-20,2,2329
1365,Hiyori Hara                      ,L? ,JPN,Ena (JPN)                ,11-Dec-19,2,233
