rank,name,age,country,time,track,date
1655,Anouk de Graaf (1999)            ,LN2,NED," 2.27,76",Enschede (NED)           ,12/7/2019
1656,Yuki Komura                      ,L? ,JPN," 2.27,84",Tomakomai (JPN)          ,11/30/2019
1657,Marie Jeanne van Wonderen        ,LB2,NED," 2.27,86",Eindhoven (NED)          ,12/8/2019
1658,Ciska Stark                      ,L55,NED," 2.27,87",Leeuwarden (NED)         ,12/21/2019
1659,Anke Breunis                     ,LN2,NED," 2.27,89",Deventer (NED)           ,11/23/2019
1659,Aleksandra Śmieszek              ,LC2,POL," 2.27,89",Inzell (GER)             ,2/15/2020
1661,Ikumi Terashima                  ,L? ,JPN," 2.27,90",Akan (JPN)               ,1/18/2020
1662,Erika Broklová                   ,LA1,CZE," 2.27,91",Tomaszów-Mazowiecki (POL),10/19/2019
1662,Alina Babkina (2004)             ,LB1,RUS," 2.27,91",Kolomna (RUS)            ,2/21/2020
1664,Ingrid Håkegård Eichler          ,LC2,NOR," 2.27,92",Bjugn (NOR)              ,2/15/2020
1665,Julia Espin                      ,LC1,ESP," 2.27,94",Zakopane (POL)           ,12/20/2019
1666,Kendra Hawkins                   ,LB1,CAN," 2.27,96",Calgary (CAN)            ,12/21/2019
1667,Hao Liu (2)                      ,L? ,CHN," 2.27,97",Harbin (CHN)             ,1/4/2020
1668,Sofia Sella                      ,LB1,ITA," 2.27,98",Collalbo (ITA)           ,1/11/2020
1669,Nerena van Vuuren                ,LA1,NED," 2.27,99",Den Haag (NED)           ,10/20/2019
1669,Elizaveta Popova (2004)          ,LC2,RUS," 2.27,99",Chelyabinsk (RUS)        ,11/29/2019
1669,Nastasja Radulovic               ,LC1,USA," 2.27,99",Milwaukee (USA)          ,12/21/2019
1672,Renate Jeppsson                  ,L45,NOR," 2.28,00",Innsbruck (AUT)          ,1/17/2020
1673,Saki Yoshida                     ,L? ,JPN," 2.28,02",Obihiro (JPN)            ,1/18/2020
1674,Anon Hyougo                      ,L? ,JPN," 2.28,04",Obihiro (JPN)            ,10/12/2019
1675,Karina Kovalenko                 ,LC2,KAZ," 2.28,05",Chelyabinsk (RUS)        ,3/11/2020
1676,Anne Murk                        ,LC1,NED," 2.28,09",Heerenveen (NED)         ,3/2/2020
1677,Yuliya Lobareva                  ,LB2,RUS," 2.28,10",Chelyabinsk (RUS)        ,8/22/2019
1677,Hyo-Yun Park                     ,LC1,KOR," 2.28,10",Seoul (KOR)              ,10/16/2019
1679,Yuxin Chen (2005)                ,LC2,CHN," 2.28,13",Changchun (CHN)          ,9/22/2019
1679,Carolien Kamphuis                ,L30,NED," 2.28,13",Enschede (NED)           ,1/4/2020
1681,Chengcheng Liu                   ,L? ,CHN," 2.28,15",Harbin (CHN)             ,12/7/2019
1682,Yutong He                        ,L? ,CHN," 2.28,18",Harbin (CHN)             ,12/7/2019
1682,Elizaveta Tarasenko              ,LC1,RUS," 2.28,18",Chelyabinsk (RUS)        ,1/28/2020
1684,Margarita Kulikova               ,LC2,RUS," 2.28,20",Chelyabinsk (RUS)        ,12/11/2019
1685,Ilona Gurkovich                  ,LB1,RUS," 2.28,22",Chelyabinsk (RUS)        ,3/11/2020
1686,Esther Pletting                  ,LSA,NED," 2.28,23",Haarlem (NED)            ,11/10/2019
1687,Nikola Dudziak                   ,LA2,POL," 2.28,25",Tomaszów-Mazowiecki (POL),1/31/2020
1688,Femke Berends                    ,LA1,NED," 2.28,28",Heerenveen (NED)         ,11/23/2019
1688,Hye-Min Lee                      ,LC1,KOR," 2.28,28",Seoul (KOR)              ,12/1/2019
1688,Femke Slagman                    ,LC1,NED," 2.28,28",Heerenveen (NED)         ,12/16/2019
1691,Varvara Nesterova                ,LC2,RUS," 2.28,31",Chelyabinsk (RUS)        ,12/11/2019
1692,Tina Hemeltjen                   ,LC1,GER," 2.28,32",Inzell (GER)             ,11/24/2019
1693,Polina Fadejcheva                ,LB1,RUS," 2.28,34",Saint Petersburg (RUS)   ,1/28/2020
1694,Yasmina Mukhametshina            ,LB1,RUS," 2.28,36",Kolomna (RUS)            ,11/5/2019
1695,Mariya Semerikova                ,LC2,RUS," 2.28,38",Kolomna (RUS)            ,11/5/2019
1695,Olga Luzgina                     ,L35,RUS," 2.28,38",Kolomna (RUS)            ,3/7/2020
1697,Noor van der Ster                ,L60,NED," 2.28,39",Enschede (NED)           ,12/8/2019
1698,Hanna Takashima                  ,L? ,JPN," 2.28,41",Hachinohe-Nagane (JPN)   ,11/30/2019
1699,Marlies de Jong                  ,L55,NED," 2.28,42",Leeuwarden (NED)         ,1/25/2020
1699,Elizaveta Vodneva                ,LB1,KAZ," 2.28,42",Nur-Sultan (KAZ)         ,2/4/2020
1701,Lieke Speijers                   ,LB1,NED," 2.28,52",Den Haag (NED)           ,3/1/2020
1701,Saline Verkerk                   ,LA1,NED," 2.28,52",Heerenveen (NED)         ,3/2/2020
1703,Siyi Wang (2004)                 ,LC2,CHN," 2.28,53",Harbin (CHN)             ,12/1/2019
1703,Marina Matkovskaya               ,LC1,RUS," 2.28,53",Kolomna (RUS)            ,2/24/2020
1705,Katrin Leschner                  ,L50,GER," 2.28,58",Collalbo (ITA)           ,1/24/2020
1706,Andrea Gnandt                    ,LC2,ROU," 2.28,59",Zakopane (POL)           ,12/20/2019
1707,Yuliya Minchakova                ,LC2,KAZ," 2.28,60",Nur-Sultan (KAZ)         ,3/3/2020
1708,Malika Sattarova                 ,LB1,KAZ," 2.28,61",Nur-Sultan (KAZ)         ,2/4/2020
1709,Meike de Jong                    ,LSA,NED," 2.28,63",Nijmegen (NED)           ,11/2/2019
1710,Yuliya Bakirova                  ,LB2,RUS," 2.28,64",Chelyabinsk (RUS)        ,10/8/2019
1711,Amber Kuijs                      ,LA2,NED," 2.28,65",Alkmaar (NED)            ,2/1/2020
1711,Adéla Krejčová                   ,LYB,CZE," 2.28,65",Inzell (GER)             ,2/15/2020
1713,Anastasiya Khirina               ,LC1,RUS," 2.28,67",Kolomna (RUS)            ,2/4/2020
1713,Yua Shinohara                    ,L? ,JPN," 2.28,67",Nagano (JPN)             ,2/7/2020
1715,Anastasiya Ivanova (2003)        ,LB2,RUS," 2.28,70",Moscow (RUS)             ,11/5/2019
1716,Anita Smit-Groot                 ,L55,NED," 2.28,72",Heerenveen (NED)         ,11/23/2019
1717,Won-Jee Lee                      ,LC2,KOR," 2.28,73",Seoul (KOR)              ,1/15/2020
1717,Misaki Maehama                   ,L? ,JPN," 2.28,73",Obihiro (JPN)            ,1/18/2020
1719,Yuzu Ichiba                      ,L? ,JPN," 2.28,74",Nagano (JPN)             ,2/7/2020
1720,Yu Chen                          ,L? ,CHN," 2.28,75",Harbin (CHN)             ,11/16/2019
1720,Emily Wood                       ,LB1,CAN," 2.28,75",Calgary (CAN)            ,1/3/2020
1722,Aiko Itsukaichi                  ,L? ,JPN," 2.28,77",Morioka (JPN)            ,1/4/2020
1723,Famke Gerritsen                  ,LA2,NED," 2.28,78",Haarlem (NED)            ,2/8/2020
1724,Ayumu Tsukada                    ,L? ,JPN," 2.28,79",Obihiro (JPN)            ,11/23/2019
1724,Matilde De Bettin                ,LC2,ITA," 2.28,79",Collalbo (ITA)           ,2/9/2020
1726,Olga Dziuba                      ,LB1,POL," 2.28,81",Tomaszów-Mazowiecki (POL),12/14/2019
1727,Viktoriya Sorokina (2005)        ,LC2,RUS," 2.28,83",Chelyabinsk (RUS)        ,11/29/2019
1728,Annemee Gerritsen                ,LN3,NED," 2.28,87",Utrecht (NED)            ,3/8/2020
1728,Volha Tatarenka                  ,LB2,BLR," 2.28,87",Minsk (BLR)              ,3/13/2020
1730,Martyna Paluch                   ,LC1,POL," 2.28,88",Tomaszów-Mazowiecki (POL),11/9/2019
1731,Qi Zhu                           ,LB1,CHN," 2.28,90",Changchun (CHN)          ,9/22/2019
1731,Suzuho Terashima                 ,L? ,JPN," 2.28,90",Sapporo (JPN)            ,2/16/2020
1733,Patricia Johannessen             ,LB1,NOR," 2.28,93",Hamar (NOR)              ,3/7/2020
1734,Danique Dellink                  ,LN1,NED," 2.28,94",Nijmegen (NED)           ,3/8/2020
1735,Rosa Buijs                       ,LC2,NED," 2.28,95",Den Haag (NED)           ,2/2/2020
1736,Sanne Veenboer                   ,LSA,NED," 2.28,97",Alkmaar (NED)            ,11/24/2019
1737,Moa Fundell                      ,LN2,SWE," 2.28,98",Västerås (SWE)           ,12/14/2019
1737,Ye-Bin Ki                        ,LC2,KOR," 2.28,98",Seoul (KOR)              ,1/17/2020
1739,Natalia Napłoszek                ,LC1,POL," 2.29,00",Inzell (GER)             ,2/23/2020
1739,Anastasiya Vesnyanaya            ,LB2,RUS," 2.29,00",Chelyabinsk (RUS)        ,3/4/2020
1741,Shuang Zhang (3)                 ,L? ,CHN," 2.29,02",Harbin (CHN)             ,11/16/2019
1741,Angelina Stennikova              ,LC1,RUS," 2.29,02",Chelyabinsk (RUS)        ,12/11/2019
1741,Tessa Roeven                     ,LN2,NED," 2.29,02",Heerenveen (NED)         ,2/29/2020
1744,Barb Johnson                     ,L65,USA," 2.29,03",Milwaukee (USA)          ,10/27/2019
1745,Gerbrich de Haan                 ,LC1,NED," 2.29,05",Heerenveen (NED)         ,12/9/2019
1745,Arianna Tomasini                 ,LB1,ITA," 2.29,05",Heerenveen (NED)         ,2/28/2020
1747,Tes Leferink                     ,LYA,NED," 2.29,06",Deventer (NED)           ,3/7/2020
1748,Monika Macháčková                ,LYA,CZE," 2.29,07",Inzell (GER)             ,1/5/2020
1749,Lettie Zwanenburg                ,L60,NED," 2.29,10",Collalbo (ITA)           ,1/24/2020
1750,Kristy Ton                       ,LC2,NED," 2.29,11",Heerenveen (NED)         ,3/9/2020
1751,Lyubov Vorobeva                  ,LC1,RUS," 2.29,13",Chelyabinsk (RUS)        ,11/29/2019
1752,Mia Luise Ahnert                 ,LC2,GER," 2.29,14",Erfurt (GER)             ,12/21/2019
1753,Sakina Wada                      ,L? ,JPN," 2.29,22",Nagano (JPN)             ,2/7/2020
1754,Martina Vanetti                  ,LC2,ITA," 2.29,23",Collalbo (ITA)           ,2/9/2020
1755,Åse Marie Dahn                   ,LC1,NOR," 2.29,26",Bjugn (NOR)              ,2/15/2020
1756,Saya Sasaki (2)                  ,L? ,JPN," 2.29,33",Hachinohe-Nagane (JPN)   ,11/30/2019
1756,Evgeniya Gabdulbarova            ,L? ,KAZ," 2.29,33",Nur-Sultan (KAZ)         ,12/19/2019
1756,Mandy Duynisveld                 ,LSA,NED," 2.29,33",Den Haag (NED)           ,2/23/2020
1759,Ciska de Ree                     ,L30,NED," 2.29,34",Haarlem (NED)            ,3/8/2020
1760,Kathrine Haug                    ,LN2,NOR," 2.29,35",Hamar (NOR)              ,11/30/2019
1760,Ulyana Bagmet                    ,LB2,RUS," 2.29,35",Olenegorsk (RUS)         ,2/6/2020
1762,Seo-Yeon Yun                     ,LYA,KOR," 2.29,39",Seoul (KOR)              ,12/12/2019
1763,Ho-Yeon Choi                     ,LYA,KOR," 2.29,40",Seoul (KOR)              ,12/12/2019
1763,Iris Meerhoff                    ,LN4,NED," 2.29,40",Haarlem (NED)            ,3/8/2020
1765,Carolien Bosch-Oudshoorn         ,L30,NED," 2.29,41",Groningen (NED)          ,11/2/2019
1766,Ellis van Halteren               ,LC1,NED," 2.29,43",Enschede (NED)           ,2/22/2020
1767,Hedri Vrieling                   ,L50,NED," 2.29,44",Leeuwarden (NED)         ,1/25/2020
1767,Tindra Jansson Westman           ,LC2,SWE," 2.29,44",Heerenveen (NED)         ,2/29/2020
1769,Lilli Richter                    ,LB1,GER," 2.29,51",Inzell (GER)             ,11/10/2019
1770,Nyka van der Veen                ,LC1,NED," 2.29,52",Heerenveen (NED)         ,2/23/2020
1771,Xin Li (2003)                    ,LB1,CHN," 2.29,53",Harbin (CHN)             ,11/16/2019
1771,Clara Forslund                   ,LA2,SWE," 2.29,53",Hamar (NOR)              ,11/30/2019
1773,Karin van der Sar                ,L45,NED," 2.29,55",Heerenveen (NED)         ,11/23/2019
1774,Elizaveta Skoromkina             ,LB1,RUS," 2.29,57",Omsk (RUS)               ,2/6/2020
1775,Melanie Segata                   ,LC2,ITA," 2.29,66",Baselga di Pinè (ITA)    ,11/10/2019
1775,Noor Hettinga                    ,LB1,NED," 2.29,66",Leeuwarden (NED)         ,12/22/2019
1777,Alicia van der Tempel            ,LC1,NED," 2.29,67",Heerenveen (NED)         ,2/24/2020
1778,Olga Chernyaeva                  ,LB2,RUS," 2.29,71",Moscow (RUS)             ,1/25/2020
1779,Valeriya Voronczova              ,LC1,RUS," 2.29,72",Chelyabinsk (RUS)        ,12/11/2019
1780,Veronika Strugova                ,LC1,RUS," 2.29,73",Chelyabinsk (RUS)        ,1/28/2020
1781,Jasmin van der Terp              ,LC1,NED," 2.29,75",Heerenveen (NED)         ,11/18/2019
1781,Hinaka Kunii                     ,L? ,JPN," 2.29,75",Obihiro (JPN)            ,12/7/2019
1781,Suus Akerboom                    ,LB2,NED," 2.29,75",Heerenveen (NED)         ,12/11/2019
1784,Miho Honma                       ,L? ,JPN," 2.29,77",Ikaho (JPN)              ,2/6/2020
1784,Amy ten Berge                    ,LA2,NED," 2.29,77",Enschede (NED)           ,3/8/2020
1786,Anne Fenna Veuger                ,LB1,NED," 2.29,82",Heerenveen (NED)         ,11/18/2019
1787,Vanessa Mazzoleni Ferracini      ,LB1,ITA," 2.29,83",Collalbo (ITA)           ,12/8/2019
1787,Karin Matsubara                  ,L? ,JPN," 2.29,83",Kushiro (JPN)            ,1/13/2020
1787,Haruka Hashidzume                ,L? ,JPN," 2.29,83",Ikaho (JPN)              ,2/6/2020
1787,Jeske Hoogeboom                  ,LSA,NED," 2.29,83",Alkmaar (NED)            ,2/15/2020
1791,Sofya Makeichik                  ,LB2,BLR," 2.29,84",Minsk (BLR)              ,3/13/2020
1792,Xiaohan Wu                       ,L? ,CHN," 2.29,86",Harbin (CHN)             ,1/4/2020
1793,Elizabeth Lazaridou              ,LC2,GER," 2.29,88",Erfurt (GER)             ,2/1/2020
1794,Daniya Bazhakova                 ,L? ,KAZ," 2.29,90",Nur-Sultan (KAZ)         ,3/3/2020
1795,Magdalena Krychniak              ,L40,POL," 2.29,98",Collalbo (ITA)           ,1/24/2020
1796,Quinty Breij                     ,LB1,NED," 2.29,99",Tilburg (NED)            ,3/8/2020
1797,Martyna Gontek                   ,LB1,POL," 2.30,00",Tomaszów-Mazowiecki (POL),1/31/2020
1798,Jasmijn Egers                    ,LN1,NED," 2.30,01",Deventer (NED)           ,11/10/2019
1799,Leoniek Anema                    ,LA2,NED," 2.30,02",Heerenveen (NED)         ,3/2/2020
1800,Joyce van Vliet                  ,LSA,NED," 2.30,03",Utrecht (NED)            ,12/28/2019
1801,Anouk Vissers                    ,LB1,NED," 2.30,04",Heerenveen (NED)         ,12/23/2019
1802,Marijke Rempe                    ,LN2,NED," 2.30,07",Utrecht (NED)            ,10/27/2019
1803,Jenna Sweeten                    ,L? ,USA," 2.30,08",Salt Lake City (USA)     ,11/23/2019
1804,Hanna Hnatiuk                    ,LC1,UKR," 2.30,10",Zakopane (POL)           ,12/20/2019
1805,Femke Hayma                      ,LB2,NED," 2.30,11",Groningen (NED)          ,11/23/2019
1806,Marilén Brattgjerd               ,LC1,NOR," 2.30,13",Hamar (NOR)              ,12/1/2019
1806,Sofya Chulkova                   ,LB1,RUS," 2.30,13",Kirov (RUS)              ,1/24/2020
1808,Pien van der Linden              ,LC1,NED," 2.30,14",Breda (NED)              ,11/17/2019
1809,Anastasiya Guseva (2003)         ,LB2,RUS," 2.30,22",Chelyabinsk (RUS)        ,10/23/2019
1810,Irina Kondakova                  ,LC1,RUS," 2.30,23",Kolomna (RUS)            ,3/7/2020
1811,Roos Meijer                      ,LC1,NED," 2.30,26",Heerenveen (NED)         ,12/23/2019
1811,Sveva Mazzoleni Ferracini        ,LB1,ITA," 2.30,26",Inzell (GER)             ,2/1/2020
1813,Helene Flattum Hamming           ,LA2,NOR," 2.30,31",Hamar (NOR)              ,1/11/2020
1814,Anke Weerts                      ,LSA,NED," 2.30,34",Eindhoven (NED)          ,12/8/2019
1815,Aleksandra MIkhaleva             ,LC2,RUS," 2.30,38",Chelyabinsk (RUS)        ,8/22/2019
1815,Yinghua Zhao                     ,LB1,CHN," 2.30,38",Changchun (CHN)          ,9/22/2019
1817,Karina Sedegova                  ,LC1,RUS," 2.30,39",Kolomna (RUS)            ,2/24/2020
1818,Emily Plozicki                   ,LC2,NOR," 2.30,42",Hamar (NOR)              ,3/7/2020
1818,Yvonne Simis                     ,L45,NED," 2.30,42",Amsterdam (NED)          ,3/8/2020
1818,Anastasiya Kropanina             ,LC1,RUS," 2.30,42",Chelyabinsk (RUS)        ,3/11/2020
1821,Jessy van der Hoorn              ,LA2,NED," 2.30,43",Heerenveen (NED)         ,12/11/2019
1821,Nonoka Ikuta                     ,L? ,JPN," 2.30,43",Karuizawa (JPN)          ,2/8/2020
1823,Ruilin Zhou                      ,L? ,CHN," 2.30,46",Harbin (CHN)             ,12/7/2019
1824,Kiki van Schaik                  ,LC2,NED," 2.30,47",Den Haag (NED)           ,12/22/2019
1825,Lisanne van der Werf             ,LSA,NED," 2.30,49",Heerenveen (NED)         ,2/29/2020
1826,Vera op den Brouw                ,LC2,NED," 2.30,53",Den Haag (NED)           ,2/2/2020
1827,Nienke Haaring                   ,LA1,NED," 2.30,60",Den Haag (NED)           ,10/27/2019
1827,Fietje van Bochove               ,LSA,NED," 2.30,60",Leeuwarden (NED)         ,1/4/2020
1827,Viktoriya Bedrina                ,LC2,RUS," 2.30,60",Chelyabinsk (RUS)        ,1/28/2020
1830,Olga Zhilina                     ,LB2,RUS," 2.30,64",Saint Petersburg (RUS)   ,1/28/2020
1831,Rianne Coljé                     ,LA1,NED," 2.30,66",Inzell (GER)             ,10/22/2019
1832,Adelina Eremeeva                 ,LB2,RUS," 2.30,69",Kolomna (RUS)            ,11/5/2019
1833,Yana Gaibova                     ,LC1,RUS," 2.30,71",Chelyabinsk (RUS)        ,1/28/2020
1834,Ulrike Weerman                   ,LSA,NED," 2.30,73",Heerenveen (NED)         ,1/20/2020
1834,Dina Tishkina                    ,LB1,RUS," 2.30,73",Chelyabinsk (RUS)        ,3/4/2020
1836,Guro Bergstrøm                   ,LSA,NOR," 2.30,79",Hamar (NOR)              ,11/30/2019
1837,Lotte de Bock                    ,LC1,NED," 2.30,80",Haarlem (NED)            ,2/29/2020
1838,Andrina Weerman                  ,LN4,NED," 2.30,84",Heerenveen (NED)         ,12/9/2019
1839,Gundi Pawasserat                 ,L55,GER," 2.30,85",Erfurt (GER)             ,12/7/2019
1840,Claudia Massara                  ,LN4,ITA," 2.30,86",Baselga di Pinè (ITA)    ,1/26/2020
1840,Floor Hoevers                    ,LN2,NED," 2.30,86",Heerenveen (NED)         ,2/29/2020
1842,Geneviève Provencher             ,L45,CAN," 2.30,87",Innsbruck (AUT)          ,1/17/2020
1843,Hinata Monda                     ,L? ,JPN," 2.30,88",Tomakomai (JPN)          ,2/22/2020
1844,Stine Finsland                   ,LC2,NOR," 2.30,89",Hamar (NOR)              ,12/1/2019
1844,Edina Szabados                   ,LB2,ROU," 2.30,89",Inzell (GER)             ,2/8/2020
1844,Bo Meijer                        ,LB1,NED," 2.30,89",Heerenveen (NED)         ,3/10/2020
1847,Jente Sietsma                    ,LB1,NED," 2.30,91",Heerenveen (NED)         ,12/16/2019
1848,Hina Miura                       ,L? ,JPN," 2.30,94",Hachinohe-Nagane (JPN)   ,12/28/2019
1849,Ana Sofia Santos                 ,LYA,COL," 2.30,95",Salt Lake City (USA)     ,3/7/2020
1850,Saki Kobayashi                   ,L? ,JPN," 2.31,02",Fujikyu (JPN)            ,12/21/2019
1851,Yuuna Nanbu                      ,L? ,JPN," 2.31,03",Sapporo (JPN)            ,2/16/2020
1852,Moe Yasuda                       ,L? ,JPN," 2.31,04",Hachinohe-Nagane (JPN)   ,12/28/2019
1852,Sa-Rang Mo                       ,LC1,KOR," 2.31,04",Seoul (KOR)              ,1/17/2020
1854,Julia Groeneveld                 ,LC1,NED," 2.31,06",Haarlem (NED)            ,2/29/2020
1855,Disa Arnell                      ,LB2,SWE," 2.31,07",Hamar (NOR)              ,12/29/2019
1856,Else Merethe Omsland             ,LSA,NOR," 2.31,08",Hamar (NOR)              ,11/3/2019
1857,Daria Vogt                       ,LB1,CAN," 2.31,10",Lake Placid (USA)        ,3/1/2020
1857,Rolien Schepers-de Groot         ,L40,NED," 2.31,10",Enschede (NED)           ,3/8/2020
1859,Natsuki Yokoyama                 ,L? ,JPN," 2.31,12",Obihiro (JPN)            ,12/7/2019
1860,Roza Muratova                    ,LB2,KAZ," 2.31,19",Nur-Sultan (KAZ)         ,3/3/2020
1861,Melanie Kirsten                  ,LA1,ITA," 2.31,23",Collalbo (ITA)           ,2/8/2020
1862,Emma vander Lied                 ,LB1,NED," 2.31,24",Heerenveen (NED)         ,2/8/2020
1863,Myrthe de Reus                   ,LC2,NED," 2.31,29",Heerenveen (NED)         ,12/7/2019
1863,Florine Hehewerth                ,LA1,NED," 2.31,29",Breda (NED)              ,1/18/2020
1865,Milou van Leeuwen                ,LB2,NED," 2.31,30",Haarlem (NED)            ,1/5/2020
1865,Svetlana MIkhajlenko             ,LC2,RUS," 2.31,30",Chelyabinsk (RUS)        ,3/4/2020
1867,Margarita Melenteva              ,LC2,RUS," 2.31,32",Chelyabinsk (RUS)        ,10/23/2019
1867,Diana Mingaleeva                 ,LB2,RUS," 2.31,32",Chelyabinsk (RUS)        ,1/28/2020
1869,Marianne de Neeling              ,L60,NED," 2.31,34",Heerenveen (NED)         ,3/10/2020
1870,Riko Nirasawa                    ,L? ,JPN," 2.31,35",Obihiro (JPN)            ,10/12/2019
1871,Yaelle Vleugel                   ,LSA,NED," 2.31,36",Heerenveen (NED)         ,12/7/2019
1872,Annemiek van den Heuvel          ,LB2,NED," 2.31,37",Heerenveen (NED)         ,2/23/2020
1873,Megan Hoogland                   ,LN1,NED," 2.31,38",Alkmaar (NED)            ,2/1/2020
1873,Anne Bult                        ,L35,NED," 2.31,38",Enschede (NED)           ,3/7/2020
1875,Malwina Grudysz                  ,LC1,POL," 2.31,39",Zakopane (POL)           ,2/9/2020
1876,Johanna Östlund                  ,L30,SWE," 2.31,43",Västerås (SWE)           ,1/19/2020
1877,Annemay Kootstra                 ,LB2,NED," 2.31,44",Groningen (NED)          ,11/2/2019
1877,Sofiya Tkachenko                 ,LC1,RUS," 2.31,44",Chelyabinsk (RUS)        ,1/28/2020
1879,Fimke Anna Giliam                ,LSA,NED," 2.31,46",Heerenveen (NED)         ,2/29/2020
1879,Milou Rijksbaron                 ,LB2,NED," 2.31,46",Haarlem (NED)            ,3/8/2020
1881,Polina Martynova                 ,LC2,RUS," 2.31,47",Kolomna (RUS)            ,12/7/2019
1882,Iris Kuijs                       ,LB1,NED," 2.31,48",Heerenveen (NED)         ,12/7/2019
1883,Donna Pronk                      ,LC2,NED," 2.31,49",Hoorn (NED)              ,11/24/2019
1884,Ekaterina Rozhkova               ,LB1,RUS," 2.31,50",Chelyabinsk (RUS)        ,12/11/2019
1884,Carla Alvarez Fernandez          ,LB1,ESP," 2.31,50",Zakopane (POL)           ,12/20/2019
1886,Kristina Demina                  ,LC2,RUS," 2.31,51",Chelyabinsk (RUS)        ,12/11/2019
1887,Maud Biezen                      ,LYA,NED," 2.31,52",Tilburg (NED)            ,3/8/2020
1888,Vera Kochneva                    ,LC2,RUS," 2.31,55",Olenegorsk (RUS)         ,2/6/2020
1889,Courtney Anderson                ,LN2,USA," 2.31,56",Salt Lake City (USA)     ,9/1/2019
1889,Anouk Obdam                      ,LB1,NED," 2.31,56",Heerenveen (NED)         ,12/11/2019
1889,Fleur Smits                      ,LYA,NED," 2.31,56",Dronten (NED)            ,2/29/2020
1892,Elize Feenstra                   ,LC1,NED," 2.31,57",Hoorn (NED)              ,12/1/2019
1893,Lola Brugger                     ,LC2,AUT," 2.31,58",Inzell (GER)             ,11/24/2019
1894,Anastasiya Dmitrieva             ,LB1,RUS," 2.31,59",Kolomna (RUS)            ,11/5/2019
1894,Wendy van der Ham                ,L45,NED," 2.31,59",Heerenveen (NED)         ,11/30/2019
1896,Ekaterina Kozlova (2003.03)      ,LB2,RUS," 2.31,61",Irkutsk (RUS)            ,1/3/2020
1897,Aruzhan Zhumabaj                 ,LC1,KAZ," 2.31,62",Nur-Sultan (KAZ)         ,11/6/2019
1897,Sophia van der Laan              ,LN1,NED," 2.31,62",Heerenveen (NED)         ,2/22/2020
1897,Aruzhan Asanbekova               ,LC2,KAZ," 2.31,62",Nur-Sultan (KAZ)         ,3/3/2020
1900,Alva Winroth                     ,LB2,SWE," 2.31,65",Heerenveen (NED)         ,2/28/2020
1901,Menghan Shi                      ,L? ,CHN," 2.31,66",Harbin (CHN)             ,1/4/2020
1902,Astrid Janssen                   ,L55,NED," 2.31,67",Heerenveen (NED)         ,11/30/2019
1903,Gracie Reynoldson                ,LC2,CAN," 2.31,68",Calgary (CAN)            ,11/10/2019
1904,Munisa Islombekova               ,LA1,RUS," 2.31,70",Chelyabinsk (RUS)        ,10/23/2019
1904,Renske Overbosch                 ,LB1,NED," 2.31,70",Haarlem (NED)            ,2/29/2020
1906,Maria Gasyna                     ,LC2,POL," 2.31,72",Tomaszów-Mazowiecki (POL),11/9/2019
1907,Polina Parshina                  ,LB1,RUS," 2.31,73",Moscow (RUS)             ,1/21/2020
1908,Martine Solem                    ,LYA,NOR," 2.31,77",Bjugn (NOR)              ,2/15/2020
1909,Yuliya Bikmetova                 ,LC1,RUS," 2.31,82",Moscow (RUS)             ,1/21/2020
1909,Satoko Kawasaki                  ,L? ,JPN," 2.31,82",Obihiro (JPN)            ,1/25/2020
1911,Ulyana Telegina                  ,LC1,RUS," 2.31,83",Kolomna (RUS)            ,2/24/2020
1912,Jessica Fridland                 ,LC2,GER," 2.31,85",Inzell (GER)             ,11/24/2019
1912,Kristýna Nemcová                 ,LYA,CZE," 2.31,85",Inzell (GER)             ,1/5/2020
1914,Susanne Prins                    ,LC2,NED," 2.31,87",Heerenveen (NED)         ,1/18/2020
1915,Sandra van Wijngaarden           ,L45,NED," 2.31,88",Heerenveen (NED)         ,11/30/2019
1915,Julia Kalityńska                 ,LB2,POL," 2.31,88",Inzell (GER)             ,2/23/2020
1917,Pastel Riemersma                 ,LC1,NED," 2.31,93",Heerenveen (NED)         ,3/2/2020
1918,Kristina Kozlova                 ,LB1,RUS," 2.31,95",Chelyabinsk (RUS)        ,1/28/2020
1919,Sterre Pikaar                    ,LB1,NED," 2.32,02",Heerenveen (NED)         ,12/23/2019
1920,Amalie Haugerud Teig             ,LYA,NOR," 2.32,08",Hamar (NOR)              ,12/1/2019
1920,Karina Savchenko                 ,LC1,RUS," 2.32,08",Chelyabinsk (RUS)        ,1/28/2020
1922,Sofya Godovanskaya               ,LB1,RUS," 2.32,09",Kolomna (RUS)            ,3/7/2020
1923,Suzanne Beets                    ,LSA,NED," 2.32,13",Heerenveen (NED)         ,12/21/2019
1924,Lara Schneidersmann              ,LB2,GER," 2.32,17",Inzell (GER)             ,10/16/2019
1924,Anna Timmerman                   ,LN1,NED," 2.32,17",Collalbo (ITA)           ,12/19/2019
1924,Elizaveta Zharczova              ,LC1,RUS," 2.32,17",Kolomna (RUS)            ,1/11/2020
1927,Gwen Iris Steg                   ,LC1,NED," 2.32,21",Heerenveen (NED)         ,11/18/2019
1928,Diede Wallet                     ,LB1,NED," 2.32,25",Heerenveen (NED)         ,3/2/2020
1929,Esmiralda Akhmedova              ,LB1,RUS," 2.32,29",Olenegorsk (RUS)         ,2/6/2020
1930,Viktoriya Shibakova              ,LC1,RUS," 2.32,30",Chelyabinsk (RUS)        ,1/28/2020
